Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,178.320007,179.089996,175.839996,177.740005,168.282104,1930700
2022-01-04,178.479996,181.259995,178.029999,180.229996,170.639603,2522200
2022-01-05,177.130005,181.779999,177.000000,179.490005,169.938995,2952400
2022-01-06,180.880005,181.279999,177.539993,178.000000,168.528275,2505400
2022-01-07,178.130005,180.490005,177.220001,179.949997,170.374496,2800200
2022-01-10,179.449997,179.830002,176.779999,177.410004,167.969666,2318000
2022-01-11,178.000000,179.550003,176.419998,178.979996,169.456131,2264200
2022-01-12,179.000000,180.009995,178.589996,179.419998,169.872711,1728500
2022-01-13,179.880005,181.339996,179.029999,181.020004,171.387589,2094700
2022-01-14,180.860001,180.860001,177.669998,178.740005,169.228897,2286100
2022-01-18,178.179993,178.550003,176.169998,178.279999,168.793381,2410600
2022-01-19,179.830002,180.869995,177.630005,178.479996,168.982712,1968600
2022-01-20,178.580002,179.220001,173.309998,173.570007,164.334015,2817300
2022-01-21,173.399994,176.020004,172.559998,172.649994,163.462952,3479100
2022-01-24,171.860001,173.210007,168.830002,172.800003,163.604980,4711700
2022-01-25,173.529999,174.559998,168.009995,173.750000,164.504425,5051100
2022-01-26,174.279999,175.250000,168.199997,169.300003,160.291199,4410000
2022-01-27,169.100006,172.119995,168.440002,170.160004,161.105453,2782800
2022-01-28,168.389999,168.750000,160.539993,163.100006,154.421143,6221600
2022-01-31,162.699997,166.289993,161.589996,166.020004,157.185745,5090400
2022-02-01,165.589996,167.960007,164.759995,167.429993,158.520721,2987900
2022-02-02,167.800003,169.250000,165.800003,166.660004,157.791687,3191300
2022-02-03,166.259995,166.729996,164.100006,164.389999,155.642487,2608700
2022-02-04,163.789993,164.740005,160.100006,160.729996,152.177231,4046500
2022-02-07,160.750000,162.309998,160.009995,161.169998,152.593826,2441100
2022-02-08,161.429993,163.110001,160.320007,162.410004,153.767838,2373900
2022-02-09,163.550003,164.259995,161.929993,163.639999,154.932373,2143600
2022-02-10,162.009995,162.789993,159.020004,159.740005,151.239914,3633200
2022-02-11,160.160004,161.600006,158.800003,159.539993,151.050552,3632700
2022-02-14,159.350006,159.589996,155.360001,158.009995,149.601974,4634400
2022-02-15,158.720001,159.080002,156.250000,157.339996,148.967636,3335800
2022-02-16,157.000000,158.000000,154.110001,155.630005,147.348618,4470000
2022-02-17,150.850006,151.470001,148.479996,148.639999,142.090958,6207700
2022-02-18,148.199997,149.710007,147.240005,147.619995,141.115875,5018800
2022-02-22,148.199997,148.509995,145.880005,146.750000,140.284225,4509100
2022-02-23,146.750000,147.330002,144.130005,144.380005,138.018646,3846600
